genome,merit,merit_given,gen,nutrients_consumed_mean,moves_off_path_mean,map_idx, seed
"[54]cmHePiAzKFoIIPphiKcjJIMbiOyjHHbvPHMhdldKKOGOMIHxHQMOdl",3.09726e+07,2.66349e+06,2374,258,26,0, 130
"[74]pswIpzMCdikNHLdjQweONdOnNvmckcccvHglNMqNcMHGxrtheRGfcywAHvxRRywvRIpanwnlcR",183256,356.473,1096,185,22,0, 131
"[61]bkckcbPyMEcmpOMoppNDfHoonaNIcojLcPHfhLlajMEbsMfKHkcMrgFmIKuLm",286279,1825.04,1515,225,56,1, 132
"[89]iyKcOQsQpQMiOPocaNcHzmvfQicyicDipAJzIrFHIfEdwrrDhxGAhcrnLwOcPHhPiiPGlMyKagDHnxiDsjcMLbQjc",2.87534e+07,698642,865,328,97,3, 133
"[65]IObnpjAmcnriIpdylMcJKpzoBypIfKxkcKcMgQOkJMlMIHibcMJMahpaNHHQcIPHH",3.91373e+12,5995.29,1038,688,298,1, 134
"[99]xyElIjacembRDcHDdolpbfNorrkHKslMkEcIKkcBefpnlsdQAxoHOrOLtzdrlcHikcQgcFhfzgcHfzpeaacnwcAjHloqeMbGtfI",648583,2117.79,1688,294,114,0, 135
"[99]orkwbedHHDceLoeIHKcFjRjfFeGaatJehfcnHnlfHbAscnxvHoHyjfKcQcAgzcxLsxgqdefLMkMnciMcxxpQNbefuunadFcAniv",8.75124e+06,117308,892,389,174,1, 136
"[102]IobxpgLbNehKckeuybocItfgoNvKoJPHKsxmFcOCaKPGJgQAObtbDdIjIHHnHFieQQFgcRiehQNNeHrbagMeHqneJRChiQpeEwKbxf",4.83849e+07,6956.92,1464,318,80,3, 137
"[97]zQsBvBcpQbIacccccbBPtRccicKDcoicMMfeczujcjcPcxLncLlccPjHPuIjirKcLcctbHFcwcccccIcQFRcReMDdQclcckmG",2.47265e+06,2.47265e+06,215,203,5,0, 138
"[59]AIzacOHKEObDHHHHezHpGBDfIMfuocHpfcbxknfEyxcyIqMKxmahMFrHyia",6.58586e+12,518919,2261,509,112,2, 139
"[74]ksHKBInnmHrNdKjHjlPDfcaLhsPrlulnozoaPIOIwbacbfdHLHhEhHIOHKDeGsxBxiJcqpwzIe",1.98265e+07,385429,2968,274,48,3, 14
"[55]hbMKIHHIQINfKHDkMNuaEKciczcamcxDIHHwArvHFbCcfMJHfyczocG",197400,22855.6,2027,176,12,1, 140
"[51]FDOMeyIQnmcLIjQKMEPcarssIGKcmcHNczHHPqhcuptvfFfRqEq",6457.53,3837.81,2379,152,34,1, 141
"[45]EAcurEQCIIbHKPHhyJLztvHKcRGRRKcanazzIrksyeoDc",8.75124e+06,385429,2500,219,4,2, 142
"[74]AxOHxdbEfwOEEgPjzMDNlIobymHIEFPPecyQIKczfAoumHrbQuvaHzanMxBParNyAesKvQjOGH",1.17564e+06,1085.27,1745,225,37,3, 143
"[94]njuezCImAgmHHGkHfesnHKivKjAccsqKaLHzfKcRreQhIoIIFyIfyOnwdmOQPOspeMMNLFHwORfMGrvaJCKfeaKQNeaHhI",4.83849e+07,1.26638e+06,1476,243,5,2, 144
"[82]DApkdFenmmkoigassEuFicKtdOhDmcdazkHztsDMwvFBKKBFyIOImMtHpcOKbOCHhQeCtdmcKlcwfdNHOG",1.3701e+08,10867.4,740,288,36,3, 145
"[102]dgFsulpnfFgDcnjhJEExFrpfApqldPxvsEkvpcadddyOkcKJrHQadaEaPbfcfdbzcEcOcfqcecHQJCfeDcncClltvFzBHgChCCjkDx",1.58281e+06,3838.12,1115,237,45,3, 146
"[93]arwBcAIIMbcmjcjcoftKHtngNcHoCPtocFcuKaiNHrBdzcQNbFaNPMNmcdmJcEcbQcHvdewLnjrlcqcciKcfIdvMwDczP",1.71995e+10,117308,583,497,180,0, 147
"[93]upsHhcIEbekHuNJHfIOAHKdPolaHzQGkeHNiIkhcPinKcPnqctcquAOKzkiaiICfHGAnmvcNlCeAeaczFqExBipbRkrcg",2.47265e+06,197400,1748,256,58,3, 148
"[102]jDDpJGHKcocpRqbdbpDhDeBMGmNetLImFzIomvIpbdczkPMnkxpPHbKckJlcpPMboHFCKKKhpherMFfwkrFcKcixQnQOwgdbmJhLsp",1.02434e+11,8.75124e+06,1159,364,23,0, 149
"[69]oclyxHMnKcIlocpChghiPQIvPMcyxmoGPLHpdpwrHvNPnKpApgairzfAJAEdnOAxAFOHF",3.60167e+08,38459.3,1715,638,373,0, 15
"[57]xjONvztKErehjyckMnmgzIgBAPnNHnItandQHKfyPCcIiewHncGKcRteC",28565.4,412.932,2962,153,15,0, 150
"[77]twpHPvhMNEocBicLIhrIHvdDwAbprIjhPslyEjCMyNPzlKsxdHNGOpMIpKLcsoLwHHjpKKcMewIkR",2.47265e+06,60080.1,1544,320,122,3, 151
"[62]MuOKPnIKclczcHNcJiceQIDopDzinqrHIrpAHybjctDDNxyhHtoHofAjchcRpi",3.87966e+08,26519,2176,407,141,3, 152
"[89]EazvcccKcIPzdHHgczrLalcNIRzhafbRHJRosEHufccmsCbalwwAvtcccmdLHOpAQkkfPtopLHIEQLHmeHggfuLeI",1.09619e+08,518919,1445,377,128,1, 153
"[117]IwfGcimLtvHQGicbKOIHIqHqkOBqgtygoawuhsQLnpMuLpQLbBOHFozkPCjsaiQekashqkFgQubNgldkgHFeFbCdvbHGNBrBGxmoLbcRxBJvNsErhkwCd",30770.1,8071.28,2964,191,52,1, 154
"[97]tIxBfhAkcIPraOIjrdwmOLyiczKHNBvcdqEjhwglsaysuOlwExumduHJauKsbzfMgQNmKkBfzkGMOrtLpalJcdJaicLszfyHK",4.48199e+06,1.09141e+06,864,264,58,1, 155
"[90]IhGfwogIHHJpeiPKLbHzIKcfheicRBiezbDweoMtgPPBaNnfFycbpviklOcFkIzCEDnrauAgCgmaykeHhQAecuxKgw",1.09619e+08,117308,891,318,69,3, 156
"[73]FfHegkjrFwLfwlQqvIhckARyArLnEuezchKzmLuznHCcBgtKOzLtgoGPxHyQLRlIHtNPxaHby",2.29548e+06,5566.3,1178,256,59,3, 157
"[100]HtwmNOIcaBcHBnidckcKqcpxnhnoNacgbJemfPokacceRgKqPnjGoGczcLnkjqplFAmaycxlvDqikfsJbsxiBcCOqGdPdaReblAc",1.01542e+07,28565.8,463,241,24,0, 158
"[101]OcaRcJusLxhsncQhLflcQccRxRctPcdcCdbxnFycxuJKcqccofcEcssdbMeqHtAdbncyJcchHNctcrcMmgcMxFhecctqccascHPcG",1.70498e+06,15759.8,426,218,25,1, 159
"[82]OdeKiiczihciacHpctaRNMQEcLIKhoPcoEHMcHyccufIxdsbwoIjMGHokcpdgeKkHQbfNQazzCcmpNQmbQ",6955.92,2281.47,1289,129,10,2, 16
"[83]fNPAIKiczHdcchNRLgHLtQHvFpROmstmzAppdOdCcBPMixEOGFBAEcsaEKBtuKmhuOxpdOifOzvyBcFHREl",447221,806.346,1089,186,11,2, 160
"[105]NngpHhfuntprjkcBMLNiLovGjIubjwwncKeodaNOuFFHxpysdtMgDfbyckcxibtdddgRnuvOvHbKRaRaBcgcFKezcIRqubRAzkHhHlxaK",1.26638e+06,65.2935,634,210,21,0, 161
"[77]dnypbRGtcORrMFgzuKcgmckIMGHicPDQrAqcJiComfrEfzpktnQJhFzLApllOPEbNHuidauIxBBpF",1693.83,1572.75,1733,103,3,2, 162
"[97]ACOlGAcjbrzlkBleikCgsCIgFOuCEwahFPqElflMcLskQRdxbaLiCLHRBPEdsHIOCPIkbjPLKOwmckdHMzHQbpdfINcIKcoQG",5994.84,1259.1,2144,144,27,1, 163
"[78]IPINlekcjcwHanNcIKcObKoMaxmcPIBxNKLHutFHmRebxxzdmdjcLkfcoGLprlaxQCidMpguHQhnHR",308374,93856,1069,295,125,3, 164
"[69]RrHgrJtqvpBFQjjOdiIAHunsbhKNengIxyczAIRHHQGKqepadaBffqgtNrpbudvBcvJPL",146619,26518.9,2357,229,69,0, 165
"[73]HfQytkcoGrokIOjOcpHaFelPJpOypRkezuBclOeomLwQwKrmPDNdzoDOfGOIlQxHKcRAytIMw",60079.6,10867.4,2502,176,28,2, 166
"[83]bhbdDcbIKPHpCnzmawxMjcjaMqLzQJOlvIHQluicOcrPHikcPGNFHvEeKcncFeLRMefoHPPNcHqJHrInPHr",108902,55775.5,1329,286,130,3, 167
"[87]pacbKKyaQHzaDafOtwPKcIIOccKOcIHCpEgJhFrpmvazvDtavveEpeypdbmywsRrnNecLbuGvvJxijPEDJKJNHB",1.83657e+06,14630.1,2515,225,31,1, 168
"[87]cpaceIPrKOouOkPcBzyOxJxAEMpNHdOIueenpaADBEPiOepppvebDigmppEybJapzImaycIKeKcHibbAPcEiHvo",9.4473e+07,21217.6,906,326,79,3, 169
"[99]wvdjPxqIzRwAectKNJRjppgwwCsHJcqNQGEyDrHPQvthKmtBaoIGKLRxNlaINdFBpLDztkdIflNlEKPGHIHnNHNHzHQICEPxspw",117307,51779.5,3198,158,1,2, 17
"[102]KKIaRbnMiGxmPjMKDcwkDcPkgapiiKMudhKnozFntsAtumkEcbIEesLnBtyIMsfHbHprgjntnftadaxHOwHmbKcRyfdnGthFwafGvc",13581.7,2646.9,2615,143,15,0, 170
"[65]EtpaCPKcOsIQcHQBfncIcPcytyIuBcPczOcuKcMeDHpaPlcLaJHBbbjIRcHPslHHp",18285.5,5565.75,2193,152,20,2, 171
"[77]HIPgcocKdtDkOKcAxrwwswtMAMkuFsxocIOtLocGHOIKcPqttsneMBeckKRldyKcygFkguKHoHGFG",4133.65,2851.3,2070,131,19,2, 172
"[82]gstIxcMIMAKaINHDeGdrtNBclcNDHoxcMJpnKhJnNKcifaqcjvNgdDLzwHKcqwhkluaQBvlnIDroczmzPf",3.90519e+11,6.0475e+07,1154,401,42,1, 173
"[96]sbmpleHzndefAmIjafcLPeKeycMbHuaoQxccHiucgyNclwMGdKuIfkcicIFbgvtczHoHcOgQdbRgcLbDAFuqccHhffcbOcsH",1.26638e+06,1460.49,422,197,8,0, 174
"[55]HKtIgNHNHoHdpnyQhQNBFskNOhEIDoPqcLQHHqARcxzFwJFKtrlKmGH",212635,41427.3,7015,249,84,1, 175
"[79]deNxIDCbBiswKbyNHmgNfKcIgckQGOyeltMcIHvcKzcHmcRwwfybNyHqdnvdRmNKlQGyDNcIiHKlDBe",1.47262e+07,2117.52,960,292,70,3, 176
"[64]yagkEsyKswKajcNwIDeaMjIHKREbHqAIDrEwqzRAxcuMzQGvhEokAaEcKLktsagq",60079.6,3307.51,3096,270,122,1, 177
"[96]QfbKKcqwNyuwntLRNGEmQMIDwCtAxPJKAGeiGgbrcIasHKpMfIKgMAtdLheHzzPnyMNlkceLnQcJwbwIHicpfcfJMHHrmkbk",2.69276e+11,229047,1043,526,172,1, 178
"[76]DGojrcuibBiwOJPEBgGhgwMKcQGmLIbKHCKzFejOEfpvxybBjiNkIpQCskItFBqPjpckudABgcID",1572.46,868.504,2711,101,2,0, 179
"[43]KsOGHPugEIQBIHHPbJHoHHLOMDsBrIIOlHIKKFdPHJE",1.26638e+06,385430,1959,232,43,3, 18
"[69]HhcwfInmNrlKcuociHgngianKcAlckzweQHoHmhcCaHdnKPGCIGhJpeEHtwtMKnIHrrQG",22854.6,10866.9,1680,267,132,1, 180
"[65]IfPHasgcjEaiiEgOtEfEuOeOKFbBfObAfLzKdkcnrsOIkcHKRQEbyqBOfgkLFutLf",1.58281e+06,7493.28,2514,210,18,0, 181
"[102]bMjIHcHmCictdEIOfkIBkmCmdEgANwKFuyHDfDbpzeQBBwwslyKzNcOOetPGHPQIKOIRJqPHbnBpFoCgtFzHAAwaPOqxlFccaRIyQn",5.60193e+06,55775.1,1897,221,12,0, 182
"[86]NpiOMcmdrIFIxHePAcLJshQFfsmLKcwBcHkcccpcAQjgBeckKcjROzerPLicQrKQaFmFhJwBcInMClBNBjIdwa",1.26915e+07,26519.3,867,228,8,0, 183
"[90]tcutbonaccIInpOlcKcfpOccQchHQcbesObFfIdcgHbDcicccjeRJzjjNgcxflmEPEPJKvtNcbasvzeawdmKcQooaG",4.84908e+08,3.58596e+06,619,274,5,1, 184
"[71]sNllcjzgKnarHeApaJPQOcHynKApqAlOIHIsHwQKcnIvncQdPcHmKMROGOlcoHHimckfPER",183256,21218.1,1849,197,34,3, 185
"[100]HiyKvIApaAgltjcpcrbwcKrnHELfaByHjaFehcqEJGRNBxrCArerOkKMAcEGPkquuqGduoPmIlkBRRaKkLubOxybLaxkAawpmnQH",2117.07,330.333,2269,241,138,2, 186
"[35]HoQHPaqHpfozIotkcycIKHHINlcKRlcHHOG",2.30554e+08,481739,2237,334,75,1, 187
"[90]IlhcwrHuecuOfgwjmbrpbyLaoNuNcIxIudKctobyttHpyccgmIecFdHNcHxHnMrxcRwLGmJbsdyvxxcQkPqaqrumcQ",3.60956e+09,229047,705,493,197,2, 188
"[65]MOyshHMfNOKcocImqnFLEzfalIADrMfLEdwPpHAElpIAqQQLiImKQgHasuKvshKQJ",6.03429e+06,22855,2699,243,33,2, 189
"[104]vIHAoBHxLugRBFhKHEDvFJgsHDMAyPKOCvHseHrwHPJPbgKbNPInQcFNqhcmIRGhswNMpeqCLIzstnqxIxfqnAzxPkRIbgjFDPlwasli",8.12421e+06,3.58596e+06,1626,232,18,1, 19
"[101]GcczLcIKcACkaBmgoMxGbsEPIueKRAljeIzfOGOBtEvxBRBoALiDBPPzDGOAkQNgCEydRDKhLlBstafHaNqKRPGmcCGHRObahbKNm",8071.09,1573.46,2410,132,11,1, 190
"[53]DRfsNIjlwcqLDuAsxakOImGmbhqOcOKylfHhrQHatniIHncHiPpKc",648583,3307.69,2580,190,10,0, 191
"[61]AsBRhzxMoymHbMxIvOrFlxdBwxEHuFHHHKgEHEHKQqIGOIqzJxRpERAxHlyBu",4.48199e+06,212635,3536,224,18,3, 192
"[97]GImNejCFNpeNAfFesDcwwrkCfjRvmensgHqAvNNdhNnsikjhlLGIfxJrzsnlLrvoDIHiQfxuOgzlpRMHfBOGymvcgktHMIKcR",33145,2647.07,4399,166,26,2, 193
"[84]QcciOGllxsQpgEkdKtBcfnOIhIbxcaawcHomHMRqQRytCOMypojcclHOgmcQILfleHcBMfdNcpcJnhNPaHEd",2.30554e+08,5565.88,842,412,153,2, 194
"[73]KcBHIncOIPFhctcMcRFFHvcczcHCmiBRDPyrcoAnicwDNjBRsaijGEsOFGebsccdKcHNINfoO",1.36412e+06,157936,1503,265,75,0, 195
"[66]xdpIMcOHQKaIQIHBfHgtEEQPPDFumkdnkHcLuBaHgxgcoLIheuddHpBloedKpaoHrO",1.17564e+06,197400,2057,366,178,1, 196
"[100]iPPDcwPeEohePyEbEDNgdJjIizRzEimDPaIzEcFrhcoOMjwKoIzmwcmcieHLcCKcRnFNsiLahtQasMostmmBecMvzrkeuQdwxIrw",4133.65,2457.12,2641,156,44,2, 197
"[70]RHHAobubfiwaKcCCKvonyoJncpIaeDdvdwBDaceJgmcIHDefzwfuwIoPfAOIEfHnayiHyn",4.49181e+07,44624.8,1334,281,44,1, 198
"[81]sgzzcIqrREdlFlkcoHKzadbEwcalHpFwdCtAkBGrjGAjdcQbfxKHKchkRkIOgNcNdfFeClfzlizPlHiLH",481738,64717,2008,210,34,0, 199
"[35]EfAHsJKgnfBosHKcOFncKqyjaNFLdIIRIQq",2.86906e+06,2.86906e+06,3444,204,4,1, 2
"[52]MHysIQcaHHbgOdHKduafAoIBcufzoarFsOcGyhPIpkoIyzMoDHiH",18285.5,3307.67,2448,176,44,2, 20
"[83]qERfIHoLvdnQfnbgiqHbtmRRQPhyceEPMusLFLduOJdEiBMotHoxlbeFeHfoyicMbypfcgNFrIKpkzbKcjc",1.17564e+06,22855.3,1142,242,54,3, 200
"[103]cQxBKIRpBuAEwEgcHrNeHHDHseznnhawPDyJnErpmEHbpKsDIFrxPEmdzrOlfnyuKBghmjHIeJHBcoxgnotcgmicKcMIQesHQIDeRoN",1.36412e+06,170126,1387,515,325,3, 21
"[62]kLwcQtOIqAEAGwAHJsBcQvowHKcqyBzrpqOEOeEoGBIRtBhaEFldyAuenkcImo",69711.5,516.526,3100,169,19,1, 22
"[76]MiuyIvdQIKoqEHKcLIQNcHCKlJLwpwrAeqjzhtpgztxqecbIozAimyfbLfsRmhMifzhHdHseHDeG",7.5421e+06,55775.1,1556,269,56,3, 23
"[54]DEcogiGNbjkxEgIQFivogHpAvfKsnLzasOIHOdNEHKIqpMtbucoAuF",126361,24618.9,3058,202,44,0, 24
"[85]cuNIugcoPnHtrKcmpcHQacLKFOGNcHdnLQachIDcrHPqMercjerycwapNsocHtBkcccsOJNepKaeczaPwNciw",6.50002e+06,38459.7,738,222,11,0, 25
"[58]lknaLMvzbhdeLclAjfbxNdoiemzDjcctwoMzIxwKOIbiHEfmqRHcdlKiBI",35703.1,35703.6,2354,158,17,2, 26
"[88]QPIOIhlomMoArFmmFwwpcbzOMyeLtAjNEwhnHEfcgiynLQMxrwQHwzjHyyHKOfQpnlktBkcMMeLdFogagQkBcKPG",108902,87.3109,1126,186,30,2, 27
"[101]kcdtLjcmuceccDccvcLKcBIcIxthHcFqbbQRfwpachPoiPclecBoiQrnGlvclJvgyzcKgrarEkPzMfQKnhcHoccohfcQrKwcQChIj",5.21193e+07,332176,251,243,4,2, 28
"[72]mIgzIdgDzFiAENfLfEPMkHKJFQAyDxIEnrBmEIQHmpnwBzDqvzkHImovewhdFKwvHKcRgBvI",5.21193e+07,5.21193e+07,1991,243,4,2, 29
"[103]cGoedKNcpHcakILncHMtKcofMCAbQEKckeyoMczNyBhPFqMHxvyNAvOxNcmQyOvBHHRMbCINyOGpvDfHKcOefpDPpryPHzrLcyeOcIP",101099,15759.6,1164,167,12,1, 3
"[88]CNaIobDyloGNRIsmjEyNHDKGzReFrrAtxBOJANkIuOfzztwHOcIKcmqgRQzryyOMAdvmIBLzdPQPHncQHzmKhdvb",648583,18286.1,2461,204,24,0, 30
"[102]agEfHzbKMlQCNjaFIhzEICvfKIHjClfaCoEgxiLweCQufiJrnxufuMOifhIHyCccjQbJlmaKcRcpINGcOuczopIfJwflmLoQHHiaDg",2.87534e+07,3.09049e+06,1655,244,13,3, 31
"[99]eKeKcbIsnlLanPibzOcIwNauynPnNaemEcHsHmrxoGkwgNdLHMceKdtHPaabHmDcKcRPLdekEEMcGBjIKfwcCEwtwGeElhdLzpp",30770.1,5167.13,2507,157,18,0, 32
"[56]nhhcIgJQjQqcvnILxjfQytQGbbgNmcajjNRIIwHJjpeMvpBNewHKcRhO",5.21193e+07,332176,1779,243,4,2, 33
"[101]vCceixcEucByHdfhclpBcKcgNcHhccgoRhcduFrccbccfeiQcINIocOygCRvNQPhNhCFKnfvuwcccIvccOtlRQecltFzHfncHLcoG",1.01542e+07,69712.1,290,284,67,3, 34
"[46]wgcHQIKgIMFlblNcIlHoCiMjlvbHEcpgQKHOHhcOqMbkcI",1.17564e+06,48068.9,2705,266,78,0, 35
"[92]xsHMAANmOuFswcOHPPxQCIurcHcPxnlKcmnALdrNHdvzngchQzOvnIQDMubOaOAtfAozHocHpLloFqxuInFDiuyHKRaG",2.47265e+06,33145.7,646,296,98,0, 36
"[99]lfvIbmlcMaIMlmBgKmnvvrEMyHHHcxcucnFoKcnfHqcAercepfApvPIpKdmPOzntOeLpzdhNfjcAaMiOkexKmcpybHoIMbxbxah",3.32902e+06,60080.4,1496,348,146,2, 37
"[70]fHsOeHIMPAxcNpfbJHcsHMrOekKIHrgufQPNDbFHzpQjkceDcfHRyicmcQcLMericNRILB",8.23149e+12,415177,1813,827,427,0, 38
"[68]LIyclQycHOznJgcCfwcnHqeQGljqaKvMbgCvjFaPRQbPKfcHAOzQcIKOEtcIvazHHIOG",108902,87131.6,1883,156,0,0, 39
"[67]daPybwcjRufwNzuIzIirkDpAxaMLyqQdJBumKcGOcIInHgLimHPfnHCJPEzOicdFtRF",60079.6,355.693,2448,172,24,1, 4
"[58]oLecpBOcPNEQIDxKiohFjcehOHBKvpGfkcbvFoPInHHHHjcHgxkcccInHD",1.17564e+06,332176,2092,195,7,1, 40
"[101]jhyrolukgeLoIKcoeFanHpQLnbHNaoFPfHpdrdcydCcHIncHMekqReFNOhOIqfHyKBiGhabiNrAdEHAQJwaodenCmPmbuPLqDHaoh",3.59381e+07,10867,1747,252,18,1, 41
